BJD - 2454833, Corrected Flux
2971.678263278, 0.999513826,
2971.698694859, 0.999481028,
2971.719126339, 0.999320383,
2971.739558020, 0.999238864,
2971.759989601, 0.999211559,
2971.780421182, 0.999132961,
2971.821284345, 0.998824222,
2971.841716026, 0.998849430,
2971.862147508, 0.998747308,
2971.882579090, 0.998458390,
2971.903010672, 0.998147379,
2971.923442355, 0.998481611,
2971.943873837, 0.998529905,
2971.964305520, 0.998541048,
2971.984737003, 0.998507683,
2972.005168587, 0.998498118,
2972.025600270, 0.998193447,
2972.086895022, 0.998006792,
2972.107326506, 0.998050197,
2972.127758190, 0.997793995,
2972.148189775, 0.997787798,
2972.168621260, 0.997410413,
2972.189052945, 0.997148146,
2972.209484530, 0.997536636,
2972.229916015, 0.997475117,
2972.250347701, 0.997446415,
2972.270779287, 0.997384007,
2972.291210973, 0.997300461,
2972.311642459, 0.997114212,
2972.332074045, 0.997043886,
2972.352505732, 0.996951920,
2972.372937219, 0.996803044,
2972.393368806, 0.996254208,
2972.413800493, 0.996706721,
2972.434232081, 0.996749252,
2972.454663568, 0.996162876,
2972.475095256, 0.996081728,
2972.495526844, 0.996414219,
2972.515958432, 0.996302371,
2972.556821610, 0.996190362,
2972.577253299, 0.996137211,
2972.597684788, 0.995999222,
2972.618116377, 0.995877793,
2972.638547966, 0.995857283,
2972.658979556, 0.995765555,
2972.679411046, 0.995704790,
2972.699842736, 0.995698692,
2972.720274326, 0.995516569,
2972.740706017, 0.994984445,
2972.761137508, 0.995255675,
2972.802000790, 0.995207480,
2972.822432281, 0.995140346,
2972.842863873, 0.995010057,
2972.863295564, 0.995148780,
2972.883727056, 0.994970174,
2972.904158649, 0.994890732,
2972.924590341, 0.994838196,
2972.945021934, 0.994757717,
2972.965453526, 0.994722574,
2972.985885119, 0.994732523,
2973.006316713, 0.994309556,
2973.047179900, 0.994332586,
2973.067611494, 0.994449351,
2973.088043188, 0.994280512,
2973.108474682, 0.994267025,
2973.128906276, 0.994166603,
2973.149337971, 0.994296419,
2973.169769466, 0.994207622,
2973.190201161, 0.994118607,
2973.210632757, 0.993986432,
2973.231064252, 0.994042677,
2973.251495948, 0.994086508,
2973.271927544, 0.994012085,
2973.292359040, 0.993516740,
2973.312790737, 0.993460931,
2973.333222233, 0.993783340,
2973.353653830, 0.994008737,
2973.374085527, 0.993746628,
2973.394517024, 0.993766633,
2973.414948722, 0.993629377,
2973.435380320, 0.993678609,
2973.455811818, 0.993714211,
2973.476243516, 0.993643538,
2973.496675114, 0.993611015,
2973.537538311, 0.993531078,
2973.557969910, 0.993470500,
2973.578401510, 0.992901087,
2973.598833109, 0.993128028,
2973.619264709, 0.993428849,
2973.639696409, 0.993442066,
2973.660128009, 0.993359632,
2973.680559509, 0.993427182,
2973.700991210, 0.993397645,
2973.721422810, 0.993368464,
2973.741854311, 0.993332193,
2973.762286013, 0.993335323,
2973.782717614, 0.993383763,
2973.803149116, 0.993438479,
2973.823580817, 0.993410156,
2973.844012420, 0.993129432,
2973.864444122, 0.992801410,
2973.884875624, 0.993189865,
2973.905307227, 0.993572783,
2973.925738830, 0.993574723,
2973.946170433, 0.993370864,
2973.966602037, 0.993443442,
2973.987033640, 0.993552500,
2974.027896848, 0.993721759,
2974.048328453, 0.993725098,
2974.068760057, 0.993610570,
2974.089191762, 0.993741694,
2974.109623267, 0.993717176,
2974.130054872, 0.993425207,
2974.150486578, 0.993324260,
2974.170918183, 0.993796486,
2974.191349689, 0.993849983,
2974.211781395, 0.993953505,
2974.232213002, 0.994990781,
2974.273076215, 0.993969238,
2974.293507822, 0.994053262,
2974.313939529, 0.994043183,
2974.334371037, 0.993968871,
2974.354802644, 0.994051619,
2974.375234352, 0.994155267,
2974.395665860, 0.994202628,
2974.416097469, 0.993775252,
2974.436529177, 0.993847868,
2974.456960686, 0.994399514,
2974.477392295, 0.994540339,
2974.497824005, 0.994587468,
2974.518255514, 0.994655523,
2974.538687224, 0.994651462,
2974.559118834, 0.994764114,
2974.579550444, 0.994893645,
2974.599982055, 0.994926557,
2974.620413665, 0.994959718,
2974.640845276, 0.994971281,
2974.661276887, 0.995100325,
2974.681708499, 0.995081876,
2974.702140010, 0.994688054,
2974.722571722, 0.995114849,
2974.763434947, 0.995338772,
2974.783866559, 0.995468381,
2974.804298172, 0.995565019,
2974.824729885, 0.995684625,
2974.845161398, 0.995763297,
2974.865593012, 0.995865273,
2974.886024725, 0.995912003,
2974.906456239, 0.995961484,
2974.926887853, 0.996089656,
2974.947319568, 0.996175696,
2974.967751082, 0.995994419,
2975.008614412, 0.996245187,
2975.029045928, 0.996325206,
2975.049477643, 0.996517424,
2975.069909259, 0.996660646,
2975.090340775, 0.996814124,
2975.110772492, 0.996916232,
2975.131204108, 0.996949035,
2975.151635725, 0.997145085,
2975.172067342, 0.997289987,
2975.192498959, 0.997332578,
2975.212930677, 0.997440170,
2975.253793812, 0.997218312,
2975.274225531, 0.997191040,
2975.294657049, 0.997806947,
2975.315088668, 0.997808769,
2975.335520387, 0.997991834,
2975.355952006, 0.998097209,
2975.376383525, 0.998303631,
2975.396815245, 0.998238184,
2975.417246765, 0.998371809,
2975.437678485, 0.998557062,
2975.458110105, 0.998558746,
2975.498973347, 0.998534835,
2975.519404968, 0.998721120,
2975.539836489, 0.998477182,
2975.560268211, 0.998649047,
2975.580699833, 0.999118912,
2975.601131355, 0.999121735,
2975.621563077, 0.999322083,
2975.641994700, 0.999495828,
2975.662426423, 0.999474937,
2975.682857946, 0.999675162,
2975.703289569, 0.999784111,
2975.723721292, 0.999795615,
2975.744152816, 0.999998087,
2975.764584440, 1.000108380,
2975.785016165, 1.000237457,
2975.805447789, 1.000075558,
2975.825879314, 0.999824563,
2975.846311039, 1.000389457,
2975.866742664, 1.000478342,
2975.887174290, 1.000579130,
2975.907605915, 1.000574629,
2975.928037542, 1.000473440,
2975.948469268, 1.000562275,
2975.989332421, 1.000952334,
2976.009764148, 1.001032036,
2976.030195675, 1.001151786,
2976.050627303, 1.001327704,
2976.071058931, 1.001360373,
2976.091490559, 1.001095217,
2976.111922287, 1.000970830,
2976.132353815, 1.001566750,
2976.152785444, 1.001626627,
2976.173217173, 1.001690076,
2976.193648702, 1.001785670,
2976.234512062, 1.001907881,
2976.254943592, 1.001925388,
2976.275375222, 1.001927144,
2976.295806952, 1.002111706,
2976.316238483, 1.002119168,
2976.336670214, 1.002196678,
2976.357101846, 1.002259386,
2976.377533477, 1.001867788,
2976.397965109, 1.001958691,
2976.418396741, 1.002509641,
2976.438828373, 1.002500660,
2976.479691638, 1.002720033,
2976.500123272, 1.002630256,
2976.520555005, 1.002691871,
2976.540986538, 1.002822243,
2976.561418272, 1.002901050,
2976.581849906, 1.002956454,
2976.602281441, 1.003027058,
2976.622713175, 1.003085184,
2976.643144810, 1.003056044,
2976.663576345, 1.002584531,
2976.684008081, 1.002908296,
2976.724871252, 1.003217827,
2976.745302988, 1.003263553,
2976.765734524, 1.003395028,
2976.786166261, 1.003475686,
2976.806597898, 1.003434106,
2976.827029535, 1.003525290,
2976.847461172, 1.003593378,
2976.867892810, 1.003596677,
2976.888324448, 1.003776768,
2976.908756086, 1.003871575,
2976.929187725, 1.003708244,
2976.970051102, 1.003753828,
2976.990482642, 1.003904000,
2977.010914381, 1.003999471,
2977.031346021, 1.004059073,
2977.051777561, 1.004018275,
2977.072209301, 1.004228622,
2977.092640942, 1.004239248,
2977.113072483, 1.004279400,
2977.133504224, 1.004451501,
2977.153935865, 1.004434528,
2977.174367407, 1.004523378,
2977.215230791, 1.004115183,
2977.235662533, 1.004098609,
2977.256094076, 1.004782149,
2977.276525719, 1.004855545,
2977.296957462, 1.004898922,
2977.317389006, 1.004666475,
2977.337820649, 1.004755986,
2977.358252293, 1.004779038,
2977.378683938, 1.004729879,
2977.399115582, 1.004706569,
2977.419547227, 1.004840189,
2977.460410617, 1.005034636,
2977.480842163, 1.005017383,
2977.501273809, 1.004615973,
2977.521705555, 1.004799561,
2977.542137201, 1.005154535,
2977.562568748, 1.005207049,
2977.583000495, 1.005305627,
2977.603432142, 1.005318819,
2977.623863690, 1.005301106,
2977.644295437, 1.005414130,
2977.664727085, 1.005558164,
2977.705590382, 1.005548322,
2977.726022031, 1.005483656,
2977.746453780, 1.005532284,
2977.766885330, 1.005473138,
2977.787316979, 1.005079814,
2977.807748729, 1.005562862,
2977.828180279, 1.005717998,
2977.848611930, 1.005727171,
2977.869043681, 1.005676273,
2977.889475232, 1.005610392,
2977.909906983, 1.005634850,
2977.971201938, 1.005793978,
2977.991633591, 1.005669605,
2978.012065243, 1.005642674,
2978.032496896, 1.005643392,
2978.052928549, 1.005404933,
2978.073360103, 1.005198472,
2978.093791857, 1.005693755,
2978.114223511, 1.005772664,
2978.134655165, 1.005762073,
2978.155086820, 1.005761949,
2978.175518474, 1.005834648,
2978.195950229, 1.005693891,
2978.216381785, 1.005621843,
2978.236813441, 1.005775444,
2978.257245197, 1.005740961,
2978.277676753, 1.005709315,
2978.298108409, 1.005813532,
2978.318540166, 1.005832216,
2978.338971723, 1.005431933,
2978.359403480, 1.005412147,
2978.379835138, 1.005883947,
2978.400266696, 1.005784068,
2978.441130113, 1.005638790,
2978.461561671, 1.005644511,
2978.481993430, 1.005592599,
2978.502425090, 1.005690064,
2978.522856749, 1.005587413,
2978.543288409, 1.005592637,
2978.563720069, 1.005669353,
2978.584151830, 1.005636740,
2978.604583390, 1.005566983,
2978.625015051, 1.005249474,
2978.645446812, 1.005459765,
2978.686310036, 1.005487834,
2978.706741798, 1.005452225,
2978.727173360, 1.005500401,
2978.747605023, 1.005495833,
2978.768036786, 1.005455837,
2978.788468349, 1.005404807,
2978.808900113, 1.005441573,
2978.829331777, 1.005447732,
2978.849763341, 1.005204852,
2978.870195105, 1.005069530,
2978.890626770, 1.004943784,
2978.931490100, 1.004868317,
2978.951921765, 1.004942196,
2978.972353331, 1.004917506,
2978.992785097, 1.004872227,
2979.013216764, 1.004894059,
2979.033648530, 1.004903118,
2979.054080097, 1.004770778,
2979.074511765, 1.004558785,
2979.094943532, 1.004523072,
2979.115375100, 1.004464945,
2979.135806768, 1.004512389,
2979.176670205, 1.003978087,
2979.197101774, 1.003757826,
2979.217533543, 1.004187386,
2979.237965213, 1.004224714,
2979.258396883, 1.004433012,
2979.278828553, 1.004218940,
2979.299260223, 1.004125647,
2979.319691994, 1.003945202,
2979.340123565, 1.003916609,
2979.360555236, 1.003909688,
2979.380986908, 1.003869196,
2979.421850252, 1.003797991,
2979.442282024, 1.003798397,
2979.462713597, 1.003355653,
2979.483145370, 1.003116178,
2979.503576943, 1.003520436,
2979.524008617, 1.003375210,
2979.544440391, 1.003517011,
2979.564871965, 1.003355670,
2979.585303640, 1.003383508,
2979.605735414, 1.003259215,
2979.626166989, 1.003110963,
2979.667030440, 1.003085627,
2979.687462116, 1.003091579,
2979.707893793, 1.002953207,
2979.728325469, 1.002901564,
2979.748757146, 1.002443191,
2979.769188823, 1.002531857,
2979.789620501, 1.002736882,
2979.810052178, 1.002663257,
2979.830483957, 1.002573334,
2979.850915535, 1.002471661,
2979.871347213, 1.002490941,
2979.932642351, 1.002163392,
2979.953074031, 1.002195109,
2979.973505611, 1.002143878,
2979.993937391, 1.002069695,
2980.014369072, 1.001860246,
2980.034800653, 1.001377165,
2980.055232435, 1.001747609,
2980.075664116, 1.001731188,
2980.096095698, 1.001640977,
2980.116527480, 1.001605648,
2980.136959063, 1.001168253,
2980.157390846, 1.001384684,
2980.177822529, 1.001409072,
2980.198254112, 1.001374775,
2980.218685896, 1.001255459,
2980.239117580, 1.001212304,
2980.259549264, 1.001131708,
2980.279980949, 1.001044543,
2980.300412634, 1.000704857,
2980.320844319, 1.000613872,
2980.341276004, 1.001010242,
2980.361707690, 1.000930175,
2980.402571163, 1.000606467,
2980.423002750, 1.000610700,
2980.443434537, 1.000536185,
2980.463866224, 1.000471172,
2980.484297812, 1.000388666,
2980.504729600, 1.000274492,
2980.525161288, 1.000275759,
2980.545592876, 1.000174730,
2980.566024665, 1.000079270,
2980.606888144, 0.999844239,
2980.647751424, 0.999699902,
2980.668183214, 0.999629306,
2980.688614805, 0.999658392,
2980.709046496, 0.999561625,
2980.729478287, 0.999435190,
2980.749909879, 0.999327803,
2980.770341571, 0.999399055,
2980.790773263, 0.999275682,
2980.811204956, 0.999184590,
2980.831636749, 0.999184117,
2980.852068342, 0.999057032,
2980.892931829, 0.998593617,
2980.913363523, 0.998705136,
2980.933795118, 0.998798895,
2980.954226912, 0.998761423,
2980.974658607, 0.998556676,
2980.995090203, 0.998448378,
2981.015521998, 0.998592421,
2981.035953694, 0.998367996,
2981.056385491, 0.998388658,
2981.076817087, 0.998511981,
2981.097248784, 0.998387703,
2981.138112179, 0.997713349,
2981.158543877, 0.997497058,
2981.178975675, 0.997928378,
2981.199407273, 0.997943895,
2981.219838972, 0.997957499,
2981.240270771, 0.997931714,
2981.260702371, 0.997862171,
2981.281134170, 0.997655570,
2981.301565870, 0.997524927,
2981.321997571, 0.997433969,
2981.342429271, 0.997467258,
2981.383292674, 0.997456720,
2981.403724375, 0.997452082,
2981.424156077, 0.996829018,
2981.444587779, 0.996695921,
2981.465019482, 0.997110036,
2981.485451185, 0.997069775,
2981.505882888, 0.997017989,
2981.526314592, 0.996924324,
2981.546746295, 0.996995726,
2981.567178100, 0.996912204,
2981.587609704, 0.996791812,
2981.628473214, 0.996594701,
2981.648904819, 0.996656788,
2981.669336525, 0.996503322,
2981.689768331, 0.996500142,
2981.710199937, 0.996067112,
2981.730631744, 0.996265878,
2981.751063451, 0.996689499,
2981.771495059, 0.996555776,
2981.791926866, 0.996474902,
2981.812358574, 0.996346107,
2981.832790182, 0.996320282,
2981.873653700, 0.996279336,
2981.894085409, 0.996223885,
2981.914517119, 0.996217348,
2981.934948829, 0.996170043,
2981.955380639, 0.996164610,
2981.975812250, 0.995904375,
2981.996243960, 0.995614591,
2982.016675772, 0.995870370,
2982.037107483, 0.995965373,
2982.057539095, 0.995920789,
2982.077970907, 0.995924563,
2982.118834232, 0.995879185,
2982.139266046, 0.995815758,
2982.159697659, 0.995857625,
2982.180129473, 0.995873036,
2982.200561187, 0.995827828,
2982.220992801, 0.995836498,
2982.241424616, 0.995752290,
2982.261856331, 0.995347154,
2982.282287947, 0.995232041,
2982.302719762, 0.995630723,
2982.323151478, 0.995660770,
2982.364014912, 0.995571654,
2982.384446629, 0.995646210,
2982.404878446, 0.995684517,
2982.425310064, 0.995663668,
2982.445741782, 0.995702151,
2982.466173600, 0.995674534,
2982.486605219, 0.995601507,
2982.507036938, 0.995588155,
2982.527468757, 0.995568891,
2982.547900477, 0.995169919,
2982.568332097, 0.995346651,
2982.588763917, 0.995717374,
2982.609195638, 0.995674680,
2982.629627359, 0.995641595,
2982.650059080, 0.995787292,
2982.670490802, 0.995766010,
2982.690922624, 0.995752554,
2982.711354246, 0.995830285,
2982.731785969, 0.995947587,
2982.752217791, 0.995985283,
2982.772649415, 0.995943239,
2982.793081138, 0.995911893,
2982.813512962, 0.995878883,
2982.854376411, 0.995780775,
2982.874808036, 0.995986359,
2982.895239761, 0.996175260,
2982.915671587, 0.996174230,
2982.936103213, 0.996250285,
2982.956534939, 0.996200792,
2982.976966766, 0.996210761,
2982.997398393, 0.996399630,
2983.017830120, 0.996472636,
2983.038261948, 0.996463854,
2983.058693576, 0.996401931,
2983.099557133, 0.996440454,
2983.119988862, 0.996417015,
2983.140420591, 0.996858343,
2983.160852321, 0.996829517,
2983.181284051, 0.996926025,
2983.201715881, 0.997059454,
2983.222147512, 0.997069954,
2983.242579243, 0.997053773,
2983.263011074, 0.997209273,
2983.283442706, 0.997198301,
2983.303874538, 0.997470792,
2983.589918822, 0.998669202,
2983.610350559, 0.998596239,
2983.630782297, 0.998659389,
2983.651214035, 0.998639522,
2983.671645773, 0.998444863,
2983.692077611, 0.998637599,
2983.712509350, 0.998850246,
2983.732940989, 0.998946158,
2983.753372829, 0.998982472,
2983.773804569, 0.999125382,
2983.794236209, 0.999110073,
2983.835099790, 0.999426955,
2983.855531432, 0.999586056,
2983.875963273, 0.999627436,
2983.896395015, 0.999578103,
2983.916826857, 0.999681106,
2983.937258500, 0.999518796,
2983.957690243, 0.999161628,
2983.978122086, 0.999751726,
2983.998553730, 1.000040850,
2984.018985474, 1.000009134,
2984.039417318, 0.999937769,
2984.080280708, 1.000150006,
2984.100712554, 1.000279937,
2984.121144199, 1.000361457,
2984.141576045, 1.000340442,
2984.162007792, 1.000357381,
2984.182439539, 1.000508010,
2984.202871286, 1.000537985,
2984.223302933, 1.000336970,
2984.243734681, 1.000275044,
