BJD - 2454833, Corrected Flux
3539.715583406, 0.998370667,
3539.736018899, 0.998384247,
3539.756454192, 0.998354930,
3539.776889585, 0.998265300,
3539.797325077, 0.998233417,
3539.817760470, 0.998106218,
3539.838195762, 0.997690235,
3539.899501936, 0.997948144,
3539.919937428, 0.997924207,
3539.940372818, 0.997926851,
3539.960808109, 0.997863108,
3539.981243599, 0.997834987,
3540.001678989, 0.997777306,
3540.022114279, 0.997738159,
3540.042549769, 0.997713719,
3540.062985158, 0.997737413,
3540.083420547, 0.997704656,
3540.103855936, 0.997479930,
3540.124291324, 0.997187714,
3540.144726713, 0.997452019,
3540.165162101, 0.997461101,
3540.185597489, 0.997477745,
3540.206032776, 0.997511158,
3540.226468264, 0.997535580,
3540.246903651, 0.997435044,
3540.267339038, 0.997425622,
3540.287774424, 0.997455995,
3540.308209811, 0.997536584,
3540.328645297, 0.997637024,
3540.369515968, 0.997404768,
3540.389951453, 0.997057651,
3540.410386738, 0.996950887,
3540.430822123, 0.997447102,
3540.451257608, 0.997367701,
3540.471692892, 0.997286889,
3540.492128276, 0.997238093,
3540.512563760, 0.997266377,
3540.532999044, 0.997138882,
3540.553434427, 0.997186043,
3540.573869910, 0.997200074,
3540.594305193, 0.997245282,
3540.614740575, 0.997196026,
3540.635176058, 0.997125170,
3540.655611440, 0.997079747,
3540.676046722, 0.996751226,
3540.696482203, 0.996920194,
3540.716917584, 0.997169031,
3540.737352865, 0.997170677,
3540.757788346, 0.997321745,
3540.778223727, 0.997159988,
3540.798659007, 0.997301117,
3540.819094487, 0.997145252,
3540.839529867, 0.997335191,
3540.859965146, 0.997305986,
3540.880400625, 0.997279274,
3540.900836005, 0.997178958,
3540.921271383, 0.997208727,
3540.941706762, 0.997070613,
3540.962142040, 0.996706519,
3540.982577518, 0.997078096,
3541.003012896, 0.997289619,
3541.023448273, 0.997250363,
3541.043883550, 0.997262293,
3541.064319027, 0.997209020,
3541.084754404, 0.997145534,
3541.105189780, 0.997191740,
3541.125625156, 0.997076806,
3541.146060532, 0.997045529,
3541.166496008, 0.997158913,
3541.186931283, 0.997280889,
3541.207366659, 0.997342236,
3541.227802133, 0.997087448,
3541.248237408, 0.996972988,
3541.268672782, 0.997264806,
3541.289108256, 0.997188923,
3541.309543530, 0.997125070,
3541.350414377, 0.997347523,
3541.370849650, 0.997326435,
3541.391285023, 0.997313066,
3541.411720496, 0.997389167,
3541.432155768, 0.997315306,
3541.452591140, 0.997243775,
3541.473026612, 0.997312389,
3541.493461983, 0.997333008,
3541.513897254, 0.997007308,
3541.534332725, 0.996920914,
3541.554768096, 0.997364031,
3541.575203366, 0.997293270,
3541.595638837, 0.997378695,
3541.616074206, 0.997404051,
3541.636509476, 0.997465687,
3541.656944946, 0.997490148,
3541.677380315, 0.997493812,
3541.697815583, 0.997606717,
3541.718251052, 0.997556744,
3541.738686420, 0.997629030,
3541.759121688, 0.997603924,
3541.779557156, 0.997636422,
3541.799992424, 0.997211996,
3541.840863258, 0.997883056,
3541.861298625, 0.997832871,
3541.881733891, 0.997833537,
3541.902169357, 0.997885810,
3541.922604723, 0.997972164,
3541.943040089, 0.997961047,
3541.963475454, 0.998053050,
3541.983910820, 0.998014080,
3542.004346284, 0.998092825,
3542.024781549, 0.998023141,
3542.045216913, 0.998102252,
3542.065652378, 0.997941010,
3542.086087641, 0.997689017,
3542.106523005, 0.998167001,
3542.126958468, 0.998417402,
3542.147393731, 0.998419429,
3542.167829094, 0.998421184,
3542.188264556, 0.998419993,
3542.208699819, 0.998524513,
3542.229135181, 0.998476099,
3542.249570642, 0.998555205,
3542.270005904, 0.998689987,
3542.290441265, 0.998646362,
3542.310876726, 0.998721030,
3542.331312086, 0.998723177,
3542.351747346, 0.998358841,
3542.372182807, 0.998442850,
3542.392618166, 0.998850405,
3542.413053426, 0.998849621,
3542.433488885, 0.998994911,
3542.453924244, 0.999083760,
3542.474359503, 0.999107856,
3542.494794961, 0.999250642,
3542.515230319, 0.999142181,
3542.535665577, 0.999269309,
3542.556101035, 0.999402950,
3542.576536392, 0.999499281,
3542.596971649, 0.999496815,
3542.617407106, 0.999439565,
3542.637842362, 0.999015471,
3542.658277719, 0.999424268,
3542.678713175, 0.999762404,
3542.699148531, 0.999864973,
3542.719583786, 0.999883519,
3542.740019241, 0.999913603,
3542.760454596, 0.999934707,
3542.780889851, 0.999957073,
3542.821760659, 1.000100960,
3542.842195913, 1.000056498,
3542.862631366, 1.000155952,
3542.883066719, 1.000314813,
3542.903502172, 1.000186983,
3542.923937425, 1.000000572,
3542.944372778, 1.000462545,
3542.964808230, 1.000565230,
3542.985243482, 1.000479506,
3543.005678833, 1.000596234,
3543.026114284, 1.000642111,
3543.046549536, 1.000651101,
3543.066984886, 1.000826841,
3543.087420337, 1.000864554,
3543.107855587, 1.000963097,
3543.128290937, 1.001130186,
3543.148726387, 1.001129332,
3543.169161736, 1.001189986,
3543.189596985, 1.000933513,
3543.210032434, 1.000973921,
3543.230467782, 1.001425850,
3543.250903031, 1.001436289,
3543.271338479, 1.001551786,
3543.291773826, 1.001716034,
3543.312209074, 1.001801909,
3543.332644521, 1.001822069,
3543.353079868, 1.001931338,
3543.373515114, 1.001890408,
3543.393950561, 1.002012298,
3543.414385807, 1.001994557,
3543.434821153, 1.001939453,
3543.455256598, 1.002072407,
3543.475691843, 1.001676333,
3543.496127188, 1.001982997,
3543.516562633, 1.002463955,
3543.557433221, 1.002583087,
3543.577868665, 1.002641324,
3543.598304009, 1.002631292,
3543.618739252, 1.002755560,
3543.639174695, 1.002806599,
3543.659610037, 1.002905243,
3543.680045280, 1.002945187,
3543.700480722, 1.003121395,
3543.720916064, 1.003150835,
3543.741351305, 1.003075945,
